Sr No.,Shape,Vertices,x_min,y_min,x_max,y_max,Value,Attribute = TEXT
1,Rectangle,4,4957,1543,4967,1527,H
2,Rectangle,4,5599,1546,5609,1527,d
3,Rectangle,4,4998,1471,5003,1455,I
4,Rectangle,4,6114,1474,6120,1455,|
5,Rectangle,4,4998,1456,6128,1379,| TRANSFORMER FAT ARRANGEMENT |
6,Rectangle,4,4533,1333,4600,1294,"""FAT"
7,Rectangle,4,4784,1343,4846,1294,ENi
8,Rectangle,4,4985,1272,5420,1225,HY.SOE.FAT.MBNK'­fMfNJ
9,Rectangle,4,4533,1192,4564,1173,“FAT
10,Rectangle,4,4533,1154,4591,1138,STAINLESS
11,Rectangle,4,4614,1192,4722,1173,ARRANGEMENT”
12,Rectangle,4,4706,1154,4740,1138,STEEL
13,Rectangle,4,4989,1202,6104,1159,"1. HV LINE SIDE WILL BE TESTED BY A ""FAT"" OIL/AIR PORCELAIN GOB"
14,Rectangle,4,4989,1169,6074,1120,BUSHNGS 650/1250 TYPE INSTEAD OF TIWISfORMER SEALING­END
15,Rectangle,4,2627,1059,2750,1021,COPPER
16,Rectangle,4,2643,982,2674,963,“FAT
17,Rectangle,4,4989,1099,6094,1048,2. TAT. OIL/AIR PORCELAIN 008 BIRHNOS 650/1250 TYPE WILL BE
18,Rectangle,4,4989,1059,5964,1017,MOUNTED ON SEALING­END CHAMBER Bil’ A FLANGE ACW'TER:
19,Rectangle,4,2725,982,2833,963,ARRANGEMENT”
20,Rectangle,4,4989,994,6077,948,3. OIL­FILLED DISCONNECTING CHAMBERS PART 2 ANO S&l.ING­ENO
21,Rectangle,4,4989,951,5353,913,CHAMBERS FITTED WITH
22,Rectangle,4,2588,897,2796,856,SEAUNG­ENO
23,Rectangle,4,4533,856,4564,837,“FAT
24,Rectangle,4,2811,814,2891,795,OIL—FILLED
25,Rectangle,4,4533,818,4591,802,STAINLESS
26,Rectangle,4,4613,857,4721,838,ARRANGEMENT”
27,Rectangle,4,4706,818,4740,802,STEEL
28,Rectangle,4,5372,972,6154,908,TAI GOB BUSHNGS WILL BE ROTATED UPWARDS
29,Rectangle,4,4989,923,5767,873,(EXT[RNAI. PHASES INCLINED MAX IS' QUTWARD):
30,Rectangle,4,4989,851,6227,802,r—] F§RVICE coNomON COPPER CONNECTIONS (Gooso &. G0057) WILL BE
31,Rectangle,4,4533,728,4564,709,“FAT
32,Rectangle,4,2811,714,2891,695,OIL—FILLED
33,Rectangle,4,4533,690,4591,674,STAINLESS
34,Rectangle,4,4706,690,4740,674,STEEL
35,Rectangle,4,4614,728,4722,709,ARRANGEMENT”
36,Rectangle,4,4989,768,6160,697,5. ON CAEIIE SIDE GDO57 CONNECTION ENOF'LNIIGEWILL BE MOUNTED A
37,Rectangle,4,4989,731,5678,660,"“fAT"" CORONA SHELO WITHSN.IE DIAMETER"
38,Rectangle,4,4989,673,5427,626,CORONA SHIELD (218 mm)
39,Rectangle,4,4989,599,6136,556,"6. ON CABLE SIDE G0057 CONNECTION END FLANGE AND ""FAT"" CORONA"
40,Rectangle,4,4989,559,5937,518,"SHIELD WILL BE MOUNTED THE ""FAT"" BUSHNG CONNECTION"
41,Rectangle,4,4990,495,6074,452,7. HV OIL FILLED BOXES AIR REL£ASE PIPE WILL BE CONNECTED TO
42,Rectangle,4,4989,458,5475,418,TEMPORARY OIL CONSERVATOR
43,Rectangle,4,4989,394,6170,349,"8. ALL SERVICE CONNECTIONS WILL BE TESTED DURING TRANSFORMER FAT,"
44,Rectangle,4,4989,358,6147,317,EXCEPT TRANSFORMER SEAUNG­ENO WHICH CAN NOT BE TESTED DURING
45,Rectangle,4,4989,322,5662,284,TRANSFORMER FACTORY ACCEPTANCE TEST.
46,Rectangle,4,4985,268,5551,213,tN.CME SIPE IESLNfiNJGEMEHI
47,Rectangle,4,4989,193,6087,148,9. HV CA8I.E CAN NOT BE TESTED BY APPLYING TEST VOLTAGE FROM
48,Rectangle,4,4985,171,5228,112,ENO (GlsSDE
49,Rectangle,4,5317,156,6165,115,TEST WLTAGE HAS TO BE APPLIED FROM THE OTHER
50,Rectangle,4,4989,56,6226,9,10. OIL­AU.£0 DISCONNECTING CHAMBER WIU. BE PROVIDED WITH REMOVABLE
51,Rectangle,4,4989,16,6053,23,LINKS AND EARTHING TERMINAL FOR HY CA8I.E TESTING POURPOSE.
52,Rectangle,4,5696,721,6195,662,or TRANSFORMER SEAU4G­END
53,Rectangle,4,5239,830,5815,885,"­,,­!> 04,09 ¢L.../.d­..8..!> 0..4­&"
54,Rectangle,4,4043,892,4695,973,TEMPLATE DRAWING
55,Rectangle,4,4043,1014,6103,1079,"132/12 kV, Type A ­ 35/50 MVA Power Transformer drawing is standardized with reference to DEWA"
56,Rectangle,4,4041,1079,6102,1144,technical specification 1.5.1.1.2.04 Rev.5. The drawing shall be updated in line with the revision of the
57,Rectangle,4,4041,1147,6101,1210,"technical specification, International standards and design change of the Power Transformer. The"
58,Rectangle,4,4042,1214,6103,1277,standardization of the drawing no way relieves the manufacturer from any issues arising out of latent
59,Rectangle,4,4042,1279,6102,1342,"defect in the design, construction and selection of materials and components. The standardized drawings"
60,Rectangle,4,4042,1343,6101,1407,shall not be reconstructed in full or part thereof in any form or quoted as reference without written
61,Rectangle,4,4043,1409,4505,1471,permission from DEWA.
62,Rectangle,4,4042,1526,4075,1578,G
63,Rectangle,4,4306,1519,5419,1579,using the standardized design drawings shall be followed.
64,Rectangle,4,4949,2174,5135,2208,Q | ARSTISSUE
65,Rectangle,4,5337,2215,5444,2249,DETAILS
66,Rectangle,4,5172,2261,5502,2290,STANDARB = TEMPLATE DRAWING
67,Rectangle,4,5204,2304,5259,2328,"NAME,"
68,Rectangle,4,5359,2304,5462,2328,SIGNATURE
69,Rectangle,4,5364,2409,5369,2428,i
70,Rectangle,4,5753,2409,5884,2428,A­E­02­53­ABB­OLTC
71,Rectangle,4,5610,2503,6189,2550,OUTLINE OF TRANSFORMER (IDT)
72,Rectangle,4,2475,2564,2580,2588,KFATOOOo)!
73,Rectangle,4,5600,2695,5608,2711,J
74,Rectangle,4,4898,2053,4905,2083,REVISIONS
