xmin,ymin,xmax,ymax,Text
4403,63,4642,49,\W1.000315;MAIN LINE DONE BY OTHERS
4595,145,4830,131,\W1.000490;75 mm DIA OR ABOVE uPVC.
4578,239,4694,216,\W0.999988;Description
4911,239,4951,216,\W1.000408;Qty.
4521,739,4631,727,\W1.000099;THRUST BLOCK
4449,500,4472,493,\W1.000485;WMC
4423,500,4432,493,\W1.000497;IC
4525,495,4783,483,\W1.001888;1.0&quot; Dia IRRIGATION WATER SUPPLY
4525,514,4652,503,\W1.000224;METER ASSEMBLY
4516,382,4609,371,\W1.000872;75x75x75mm
4634,382,4727,370,\W1.000171;Dia uPVC TEE
4521,433,4830,419,\W1.000152;TIE IN CONNECTION WITH 75 mm Dia
4520,455,4601,442,\W0.999920;uPVC PIPE
4525,589,4726,576,\W0.999987;50x38mm Dia uPVC Reducer
4524,618,4726,606,\W0.999708;38x25mm Dia uPVC Reducer
4522,800,4588,789,\W1.000342;TRIAL PIT
4524,978,4675,966,\W1.000244;CONCRETE BARRIERS
4524,560,4726,548,\W1.000456;75x50mm Dia uPVC Reducer
4842,3264,4986,3254,\W1.000823;GL/IR165/JO181/ED-01
4498,3367,4730,3349,\W0.999961;1&quot; Irrigation Connection for
4415,3391,4807,3373,\W0.999939;Mr. Ahmad Mohammod Saeed Bin Khadeya for
4540,3412,4689,3398,\W0.999938;Plot no. 615-3060
4486,3436,4741,3421,\W0.999914;with DEWA Electrical Services
4504,3463,4574,3445,\W1.000164;(JO-181)
4584,3459,4726,3445,\W0.999837;Nad Al Shiba 2nd
4522,282,4668,269,\W0.999595;3&quot; INCH DIA uPVC
4522,331,4668,318,\W1.003769;1&quot; INCH DIA uPVC
4523,863,4768,851,\W1.000180;EXISTING SHRUB REINSTATEMENT
4523,921,4766,910,\W1.000170;EXISTING GRASS REINSTATEMENT
4896,980,4969,969,\W1.006672;15.00 Mtrs
4896,923,4969,911,\W1.006672;16.50 Mtrs
4900,860,4958,848,\W1.008270;1.00 Mtr
4912,801,4955,789,\W1.002401;2 Nos.
4912,738,4955,726,\W1.002401;2 Nos.
4914,589,4950,577,\W1.013512;1 No.
4914,618,4950,606,\W1.013512;1 No.
4914,560,4950,549,\W1.013512;1 No.
4914,502,4950,490,\W1.013512;1 No.
4914,438,4950,426,\W1.013512;1 No.
4914,382,4950,371,\W1.013512;1 No.
4914,676,4950,664,\W1.013512;1 No.
4896,329,4969,318,\W1.006672;12.00 Mtrs
4895,281,4969,269,\W0.999339;38.00 Mtrs
Polyline,X,Y
1,3738,2868
2,3738,2868
3,3738,2867
4,3738,2867
5,3738,2866
6,3737,2865
7,3737,2866
8,3736,2867
9,3736,2867
10,3736,2868
11,3735,2869
12,3735,2869
13,3735,2867
14,3734,2867
15,3735,2866
1,1598,1579
2,1598,1578
3,1597,1578
4,1596,1578
5,1595,1579
6,1595,1580
7,1596,1580
8,1597,1581
9,1598,1581
10,1599,1581
11,1598,1582
12,1597,1582
13,1596,1582
14,1596,1582
15,1596,1581
1,2790,2745
2,2790,2745
3,2791,2745
4,2792,2745
5,2792,2745
6,2793,2744
7,2792,2743
8,2792,2743
9,2791,2743
10,2790,2743
11,2789,2742
12,2789,2742
13,2791,2741
14,2792,2741
15,2792,2741
16,2792,2742
1,920,1476
2,920,1476
3,920,1477
4,920,1478
5,921,1479
6,922,1479
7,922,1478
8,923,1477
9,922,1476
10,923,1475
11,923,1475
12,924,1476
13,924,1476
14,924,1477
15,924,1478
1,3616,2741
2,3617,2741
3,3617,2740
4,3617,2739
5,3617,2738
6,3616,2738
7,3616,2738
8,3616,2738
9,3616,2740
10,3615,2741
11,3614,2741
12,3613,2741
13,3613,2740
14,3613,2738
15,3613,2738
16,3614,2738
1,2438,1885
2,2437,1885
3,2437,1887
4,2437,1887
5,2438,1888
6,2439,1888
7,2440,1887
8,2440,1886
9,2440,1885
10,2440,1885
11,2441,1885
12,2441,1886
13,2441,1887
14,2441,1887
15,2441,1888
1,3860,2946
2,3859,2946
3,3859,2947
4,3859,2948
5,3860,2949
6,3860,2948
7,3860,2946
8,3861,2946
9,3861,2945
10,3862,2945
11,3862,2946
12,3863,2946
13,3863,2947
14,3863,2948
15,3862,2948
1,662,3210
2,662,3211
3,663,3212
4,663,3212
5,664,3212
6,665,3211
7,665,3210
8,664,3210
9,663,3209
10,663,3209
11,663,3208
12,663,3208
13,664,3208
14,665,3208
15,666,3209
1,2012,3258
2,2011,3258
3,2010,3257
4,2010,3258
5,2009,3258
6,2009,3258
7,2009,3259
8,2010,3259
9,2011,3259
10,2012,3259
11,2012,3260
12,2012,3261
13,2011,3261
14,2010,3261
15,2010,3261
16,2009,3261
1,2442,1911
2,2443,1910
3,2443,1910
4,2443,1909
5,2443,1908
6,2442,1908
7,2441,1908
8,2441,1909
9,2441,1910
10,2441,1911
11,2440,1911
12,2440,1911
13,2439,1910
14,2439,1910
15,2439,1909
16,2440,1908
1,3864,2944
2,3865,2944
3,3866,2944
4,3866,2943
5,3866,2942
6,3866,2942
7,3866,2942
8,3865,2942
9,3864,2942
10,3863,2942
11,3863,2942
12,3863,2942
13,3863,2941
14,3863,2940
15,3864,2940
16,3865,2940
1,696,3201
2,697,3202
3,697,3202
4,699,3202
5,699,3202
6,699,3202
7,699,3201
8,698,3200
9,697,3200
10,697,3199
11,698,3199
12,699,3199
13,699,3199
14,700,3199
15,700,3200
1,1696,1584
2,1696,1584
3,1695,1584
4,1694,1584
5,1693,1584
6,1693,1585
7,1694,1585
8,1694,1586
9,1695,1586
10,1696,1586
11,1696,1587
12,1697,1587
13,1696,1588
14,1695,1588
15,1695,1588
16,1694,1588
17,1693,1588
1,2261,3222
2,2262,3221
3,2262,3220
4,2262,3219
5,2262,3218
6,2261,3218
7,2260,3218
8,2260,3219
9,2260,3221
10,2260,3222
11,2259,3222
12,2258,3221
13,2258,3220
14,2258,3218
15,2259,3218
1,431,3462
2,430,3462
3,430,3463
4,430,3464
5,429,3465
6,430,3465
7,430,3465
8,430,3465
9,432,3464
10,433,3464
11,433,3464
12,433,3465
13,433,3465
14,433,3466
15,432,3467
16,431,3466
1,2626,2722
2,2626,2721
3,2625,2721
4,2624,2721
5,2624,2722
6,2623,2722
7,2624,2722
8,2624,2722
9,2626,2723
10,2627,2723
11,2627,2724
12,2627,2725
13,2626,2725
14,2624,2725
15,2624,2725
16,2624,2724
1,1537,3198
2,1537,3199
3,1538,3199
4,1539,3199
5,1540,3198
6,1540,3197
7,1539,3196
8,1537,3196
9,1537,3196
10,1537,3195
11,1537,3195
12,1537,3195
13,1538,3195
14,1539,3195
15,1540,3195
1,1511,3173
2,1511,3172
3,1511,3172
4,1511,3171
5,1510,3170
6,1509,3170
7,1509,3171
8,1509,3172
9,1509,3172
10,1509,3173
11,1509,3174
12,1508,3174
13,1507,3174
14,1507,3173
15,1507,3172
16,1507,3172
17,1507,3171
1,3607,2756
2,3606,2757
3,3606,2758
4,3607,2758
5,3607,2759
6,3607,2759
7,3608,2759
8,3608,2758
9,3608,2757
10,3608,2756
11,3609,2756
12,3610,2756
13,3610,2757
14,3610,2758
15,3610,2758
16,3610,2759
1,2269,3178
2,2270,3177
3,2270,3176
4,2269,3176
5,2268,3175
6,2267,3176
7,2267,3176
8,2267,3178
9,2267,3179
10,2266,3179
11,2266,3178
12,2265,3177
13,2265,3176
14,2266,3176
1,1734,1597
2,1734,1598
3,1735,1598
4,1736,1598
5,1737,1598
6,1737,1597
7,1737,1597
8,1736,1597
9,1734,1597
10,1734,1597
11,1734,1596
12,1734,1595
13,1734,1594
14,1735,1594
15,1736,1594
16,1737,1595
1,1721,1596
2,1722,1597
3,1723,1597
4,1724,1597
5,1724,1596
6,1724,1595
7,1724,1595
8,1722,1594
9,1721,1594
10,1721,1594
11,1721,1593
12,1722,1593
13,1723,1593
14,1724,1593
15,1724,1594
1,4003,628
2,3932,628
1,3973,631
2,3973,631
3,3972,631
4,3971,631
5,3972,630
6,3973,629
7,3971,629
1,3968,631
2,3968,629
3,3968,631
4,3967,629
5,3966,631
1,3966,629
2,3965,631
3,3964,629
1,3965,630
2,3965,630
1,3963,631
2,3962,630
3,3961,631
1,3962,630
2,3962,629
1,3860,506
2,3863,434
1,3858,476
2,3858,476
3,3857,476
4,3857,475
5,3857,474
6,3858,474
7,3859,474
8,3860,476
9,3860,474
1,3857,471
2,3860,470
3,3857,470
4,3860,470
5,3858,469
1,3860,469
2,3858,467
3,3860,466
1,3859,468
2,3859,467
1,3858,466
2,3859,465
3,3858,464
1,3859,465
2,3860,465
1,2180,3251
2,2153,3412
1,2171,3324
2,2171,3324
3,2171,3324
4,2171,3325
5,2171,3325
6,2170,3325
7,2170,3324
8,2169,3325
1,2169,3326
2,2170,3327
1,2169,3327
2,2171,3326
1,2170,3329
2,2171,3329
3,2171,3328
4,2170,3328
5,2169,3327
6,2169,3328
7,2169,3329
8,2170,3329
9,2170,3328
10,2169,3327
1,2170,3332
2,2168,3333
3,2170,3334
4,2168,3334
5,2170,3334
1,2168,3335
2,2169,3336
3,2168,3337
1,2168,3335
2,2168,3337
1,2169,3337
2,2168,3338
3,2169,3339
1,2168,3338
2,2167,3338
1,2437,2890
2,2243,2870
1,2345,2884
2,2345,2884
3,2345,2884
4,2344,2884
5,2344,2883
6,2345,2883
7,2346,2883
8,2345,2883
1,2342,2884
2,2341,2882
3,2340,2883
4,2340,2882
5,2339,2883
1,2339,2882
2,2338,2883
3,2337,2882
1,2339,2883
2,2337,2883
1,2336,2883
2,2335,2883
3,2334,2883
1,2335,2883
2,2335,2881
1,2570,2702
2,2551,2816
1,2565,2754
2,2565,2754
3,2565,2755
4,2565,2755
5,2565,2755
6,2565,2755
7,2564,2755
8,2563,2753
9,2563,2755
1,2565,2758
2,2562,2758
3,2564,2759
4,2562,2759
5,2564,2760
1,2562,2761
2,2564,2761
3,2562,2762
1,2563,2761
2,2562,2762
1,2564,2763
2,2562,2764
3,2563,2765
1,2562,2764
2,2562,2764
1,2667,243
2,2788,252
1,2720,243
2,2720,243
3,2720,243
4,2720,243
5,2721,243
6,2720,244
7,2720,245
8,2721,245
1,2722,245
2,2723,244
1,2723,245
2,2722,243
1,2725,243
2,2724,243
3,2723,243
4,2723,244
5,2723,245
6,2724,245
7,2725,245
8,2725,244
9,2724,244
10,2723,244
1,2728,243
2,2729,246
3,2729,243
4,2729,246
5,2730,244
1,2730,246
2,2732,244
3,2733,246
1,2731,245
2,2732,245
1,2733,244
2,2734,245
3,2735,244
1,2734,245
2,2734,246
1,3872,1573
2,3801,1562
1,3842,1571
2,3842,1571
3,3841,1571
4,3840,1571
5,3840,1571
6,3841,1571
7,3842,1570
8,3840,1570
1,3837,1571
2,3837,1569
3,3837,1571
4,3836,1569
5,3835,1571
1,3835,1569
2,3834,1571
3,3833,1568
1,3834,1569
2,3833,1569
1,3832,1571
2,3831,1569
3,3830,1570
1,3831,1569
2,3832,1568
1,3761,2363
2,3690,2353
1,3731,2362
2,3731,2362
3,3730,2362
4,3729,2361
5,3730,2361
6,3731,2360
7,3730,2360
1,3727,2361
2,3726,2360
3,3725,2361
4,3725,2360
5,3725,2361
1,3724,2359
2,3723,2361
3,3722,2359
1,3724,2360
2,3722,2360
1,3722,2360
2,3721,2360
3,3719,2360
1,3721,2360
2,3721,2359
1,4003,614
2,3932,614
1,3972,615
2,3972,618
3,3973,616
4,3971,616
1,3968,618
2,3968,615
3,3968,618
4,3967,615
5,3966,618
1,3966,615
2,3965,618
3,3964,615
1,3965,616
2,3965,616
1,3963,618
2,3962,617
3,3961,618
1,3962,617
2,3962,615
1,2587,645
2,2763,656
1,2669,647
2,2669,647
3,2670,647
4,2670,647
5,2670,647
6,2669,648
7,2670,648
1,2674,647
2,2674,648
3,2675,647
4,2675,648
5,2676,647
1,2677,649
2,2677,647
3,2678,649
1,2677,648
2,2678,648
1,2679,647
2,2680,648
3,2680,647
1,2680,648
2,2680,649
1,647,3432
2,775,3387
1,704,3409
2,704,3409
3,704,3408
4,705,3408
5,706,3408
6,706,3409
7,705,3409
8,704,3409
9,706,3409
1,708,3406
2,709,3408
3,709,3406
4,710,3408
5,710,3406
1,712,3406
2,711,3407
3,711,3406
4,712,3407
1,712,3405
2,714,3406
3,715,3404
1,714,3406
2,714,3406
1,3988,1775
2,3994,1704
1,3989,1744
2,3988,1744
3,3988,1745
4,3989,1743
1,3988,1741
2,3990,1740
3,3988,1739
4,3990,1739
5,3988,1739
1,3990,1738
2,3988,1737
3,3990,1736
1,3989,1738
2,3989,1736
1,3988,1736
2,3989,1735
3,3988,1734
1,3989,1735
2,3990,1735
1,2667,206
2,2792,217
1,2724,207
2,2724,207
3,2725,207
4,2726,207
5,2726,208
6,2725,208
7,2723,209
8,2726,209
1,2728,207
2,2729,210
3,2729,207
4,2729,210
5,2730,208
1,2731,210
2,2732,208
3,2733,210
1,2731,209
2,2733,209
1,2733,208
2,2734,209
3,2736,208
1,2734,209
2,2734,210
1,2138,3280
2,2126,3389
1,2136,3332
2,2134,3332
3,2135,3333
4,2134,3334
5,2135,3334
1,2134,3334
2,2135,3336
3,2134,3337
1,2135,3335
2,2134,3336
1,2135,3337
2,2135,3338
3,2135,3339
1,2135,3338
2,2133,3338
1,3573,3061
2,3669,3075
1,3619,3064
2,3619,3067
3,3620,3064
4,3620,3067
5,3621,3065
1,3621,3067
2,3623,3065
3,3623,3067
1,3622,3066
2,3623,3066
1,3624,3065
2,3625,3066
3,3626,3065
1,3625,3066
2,3624,3067
1,3877,1552
2,3807,1541
1,3847,1551
2,3847,1551
3,3846,1551
4,3846,1550
5,3848,1549
6,3846,1549
1,3843,1550
2,3843,1548
3,3842,1550
4,3842,1548
5,3841,1550
1,3839,1548
2,3840,1548
3,3840,1550
4,3839,1548
1,3838,1549
2,3837,1548
3,3837,1549
1,3837,1548
2,3837,1548
1,2864,457
2,2874,385
1,2864,425
2,2865,427
3,2866,425
4,2864,425
1,2865,422
2,2867,422
3,2865,420
4,2867,420
5,2865,420
1,2867,420
2,2865,418
3,2867,417
1,2867,419
2,2867,418
1,2866,417
2,2867,416
3,2866,415
1,2867,416
2,2867,416
1,3682,2825
2,3611,2814
1,3654,2824
2,3654,2824
3,3653,2824
4,3653,2823
5,3655,2822
6,3653,2822
1,3653,2822
2,3651,2823
1,3651,2822
2,3653,2823
1,3649,2823
2,3649,2824
3,3650,2824
4,3650,2823
5,3650,2822
6,3650,2821
7,3649,2821
8,3649,2822
9,3649,2822
10,3649,2823
11,3650,2823
12,3650,2822
1,3646,2823
2,3646,2821
3,3645,2823
4,3645,2821
5,3643,2822
1,3643,2821
2,3643,2822
3,3642,2820
1,3643,2821
2,3642,2821
1,3641,2822
2,3640,2821
3,3639,2821
1,3640,2821
2,3640,2820
1,3489,2857
2,3477,2927
1,3487,2886
2,3487,2886
3,3488,2886
4,3488,2887
5,3487,2887
6,3487,2888
7,3487,2887
8,3486,2887
9,3486,2886
10,3485,2887
1,3487,2891
2,3485,2891
3,3487,2892
4,3485,2892
5,3486,2893
1,3485,2893
2,3486,2894
3,3485,2895
4,3485,2893
1,3486,2896
2,3485,2896
3,3485,2898
1,3485,2896
2,3484,2896
1,2131,3244
2,2114,3402
1,2126,3317
2,2126,3317
3,2127,3317
4,2127,3318
5,2126,3319
6,2125,3318
7,2125,3317
8,2125,3319
1,2126,3322
2,2125,3322
3,2126,3323
4,2125,3324
5,2126,3324
1,2124,3324
2,2126,3325
3,2124,3326
1,2125,3324
2,2125,3326
1,2125,3327
2,2125,3327
3,2125,3329
1,2125,3327
2,2124,3327
1,3500,2925
2,3508,2853
1,3502,2894
2,3500,2893
3,3501,2895
4,3501,2893
1,3501,2890
2,3502,2890
3,3501,2890
4,3502,2889
5,3501,2888
1,3503,2888
2,3501,2886
3,3503,2886
1,3502,2887
2,3502,2886
1,3501,2885
2,3502,2884
3,3501,2883
1,3502,2884
2,3503,2885
1,2399,1666
2,2382,1802
1,2394,1726
2,2395,1726
3,2395,1727
4,2395,1728
5,2394,1728
6,2394,1727
7,2394,1726
8,2393,1728
1,2393,1729
2,2394,1729
1,2393,1729
2,2394,1729
1,2394,1732
2,2394,1731
3,2394,1730
4,2393,1730
5,2393,1731
6,2393,1732
7,2394,1732
8,2394,1731
9,2394,1730
1,2394,1735
2,2392,1736
3,2394,1736
4,2392,1736
5,2394,1737
1,2392,1737
2,2394,1739
3,2392,1739
1,2393,1738
2,2392,1739
1,2394,1740
2,2393,1741
3,2393,1742
1,2393,1741
2,2391,1741
1,3682,2825
2,3611,2814
1,3651,2822
2,3651,2824
3,3653,2823
4,3650,2822
1,3648,2823
2,3647,2821
3,3646,2823
4,3646,2821
5,3646,2823
1,3646,2821
2,3644,2822
3,3643,2821
1,3645,2821
2,3644,2821
1,3643,2822
2,3642,2821
3,3641,2822
1,3642,2821
2,3642,2821
1,2591,577
2,2795,580
1,2685,575
2,2685,575
3,2685,575
4,2686,575
5,2686,575
6,2684,576
7,2687,576
8,2688,575
1,2688,576
2,2687,575
1,2690,575
2,2690,575
3,2690,575
4,2689,575
5,2689,575
6,2689,576
7,2690,577
8,2690,576
9,2690,576
10,2690,575
11,2690,575
12,2689,575
13,2689,576
1,2693,575
2,2693,577
3,2694,575
4,2695,577
5,2696,575
1,2696,577
2,2697,575
3,2698,577
1,2697,576
2,2697,576
1,2699,575
2,2700,576
3,2700,575
1,2700,576
2,2700,577
1,2436,1638
2,2614,1671
1,2520,1652
2,2521,1650
3,2519,1651
4,2521,1652
1,2524,1651
2,2524,1653
3,2526,1651
4,2526,1653
5,2526,1651
1,2526,1653
2,2528,1652
3,2528,1653
1,2527,1653
2,2528,1653
1,2529,1652
2,2530,1653
3,2531,1652
1,2530,1653
2,2529,1654
1,2445,2847
2,2258,2824
1,2356,2838
2,2356,2840
3,2357,2839
4,2355,2839
1,2352,2840
2,2352,2837
3,2352,2839
4,2351,2837
5,2350,2839
1,2350,2837
2,2349,2839
3,2348,2837
4,2350,2838
1,2348,2839
2,2346,2838
3,2345,2839
1,2346,2838
2,2347,2837
1,2456,490
2,2467,341
1,2458,417
2,2460,417
3,2458,417
4,2460,416
5,2458,415
1,2460,415
2,2458,414
3,2460,414
4,2459,414
1,2458,412
2,2459,411
3,2458,411
1,2459,411
2,2460,411
1,4116,522
2,4117,450
1,4113,492
2,4112,492
3,4112,491
4,4112,490
5,4113,490
6,4113,491
7,4114,492
8,4114,490
1,4112,487
2,4115,487
3,4112,486
4,4115,486
5,4112,485
1,4115,485
2,4112,484
3,4115,483
1,4114,484
2,4114,483
1,4112,483
2,4114,481
3,4112,480
1,4114,481
2,4115,481
1,2542,2729
2,2528,2800
1,2539,2759
2,2539,2759
3,2539,2760
4,2539,2761
5,2539,2761
6,2539,2760
7,2538,2759
8,2537,2761
1,2539,2764
2,2536,2764
3,2539,2765
4,2536,2765
5,2538,2766
1,2536,2766
2,2538,2767
3,2536,2768
1,2537,2766
2,2536,2768
1,2538,2768
2,2536,2769
3,2537,2771
1,2536,2769
2,2536,2769
1,3646,3086
2,3574,3075
1,3616,3084
2,3616,3084
3,3615,3084
4,3614,3084
5,3614,3084
6,3616,3083
7,3614,3083
1,3611,3084
2,3611,3082
3,3610,3084
4,3610,3082
5,3609,3084
1,3609,3082
2,3607,3084
3,3607,3081
1,3608,3082
2,3607,3082
1,3606,3084
2,3605,3082
3,3604,3083
1,3605,3082
2,3605,3081
1,2401,1837
2,2603,1865
1,2498,1848
2,2498,1847
3,2496,1847
4,2499,1848
1,2501,1847
2,2502,1849
3,2503,1847
4,2503,1849
5,2503,1847
1,2503,1850
2,2505,1847
3,2506,1850
1,2504,1849
2,2505,1849
1,2506,1848
2,2507,1849
3,2508,1848
1,2507,1849
2,2507,1850
1,2510,2798
2,2519,2727
1,2513,2767
2,2511,2767
3,2512,2768
4,2512,2766
1,2511,2763
2,2513,2763
3,2511,2762
4,2513,2761
5,2512,2761
1,2513,2761
2,2512,2760
3,2513,2759
4,2513,2761
1,2512,2758
2,2513,2757
3,2513,2756
1,2513,2757
2,2514,2758
1,2441,3209
2,2252,3186
1,2355,3202
2,2355,3202
3,2355,3202
4,2354,3202
5,2353,3202
6,2354,3201
7,2355,3200
8,2353,3200
1,2352,3200
2,2352,3201
1,2352,3200
2,2352,3202
1,2349,3199
2,2349,3202
3,2351,3200
4,2349,3200
1,2346,3201
2,2345,3199
3,2345,3201
4,2345,3199
5,2344,3201
1,2344,3199
2,2342,3201
3,2342,3199
1,2343,3199
2,2342,3199
1,2341,3200
2,2340,3199
3,2339,3200
1,2340,3199
2,2340,3199
1,2399,1883
2,2603,1909
1,2496,1892
2,2496,1891
3,2496,1891
4,2497,1891
5,2497,1892
6,2496,1893
7,2497,1893
1,2500,1892
2,2501,1893
3,2502,1892
4,2502,1893
5,2503,1892
1,2503,1894
2,2504,1892
3,2505,1894
1,2503,1893
2,2504,1893
1,2506,1893
2,2506,1893
3,2507,1893
1,2506,1893
2,2506,1894
1,2469,2622
2,2296,2600
1,2388,2613
2,2387,2615
3,2388,2613
4,2387,2613
1,2384,2614
2,2384,2613
3,2383,2614
4,2382,2613
5,2381,2614
1,2381,2612
2,2380,2614
3,2380,2612
1,2381,2613
2,2380,2613
1,2378,2613
2,2378,2613
3,2377,2613
1,2378,2613
2,2378,2612
1,2440,1601
2,2630,1630
1,2529,1611
2,2529,1611
3,2530,1611
4,2530,1612
5,2529,1613
6,2530,1613
1,2533,1612
2,2534,1614
3,2535,1612
4,2535,1614
5,2536,1612
1,2538,1614
2,2536,1614
3,2537,1612
4,2538,1614
1,2539,1613
2,2539,1614
3,2540,1613
1,2539,1614
2,2539,1614
1,3875,503
2,3880,431
1,3876,472
2,3873,472
3,3875,473
4,3875,471
1,3874,468
2,3876,468
3,3874,467
4,3876,466
5,3874,466
1,3876,466
2,3874,465
3,3876,464
4,3875,465
1,3874,463
2,3875,462
3,3874,461
1,3875,462
2,3876,463
1,2887,457
2,2892,385
1,2886,427
2,2886,427
3,2886,426
4,2886,425
5,2887,425
6,2887,427
7,2887,425
1,2886,422
2,2887,422
3,2886,421
4,2887,420
5,2886,420
1,2888,420
2,2886,418
3,2888,417
1,2887,419
2,2887,418
1,2886,417
2,2887,416
3,2887,415
1,2887,416
2,2888,416
1,2514,361
2,2507,466
1,2514,406
2,2514,406
3,2514,407
4,2514,407
5,2513,407
6,2513,405
7,2513,407
8,2513,409
1,2513,409
2,2514,408
1,2514,411
2,2514,411
3,2514,410
4,2513,410
5,2513,410
6,2513,411
7,2513,411
8,2513,411
9,2513,411
10,2513,410
1,2514,414
2,2512,414
3,2514,415
4,2512,416
5,2514,417
1,2512,417
2,2513,418
3,2512,419
1,2513,417
2,2513,418
1,2513,420
2,2513,420
3,2513,421
1,2513,420
2,2512,420
1,3925,1827
2,3948,1624
1,3934,1730
2,3932,1730
3,3933,1731
4,3933,1729
1,3932,1726
2,3935,1726
3,3932,1726
4,3935,1725
5,3933,1724
1,3935,1724
2,3933,1723
3,3935,1722
1,3934,1724
2,3934,1722
1,3933,1722
2,3934,1720
3,3933,1719
1,3934,1720
2,3935,1721
1,2356,1659
2,2339,1802
1,2351,1726
2,2351,1726
3,2352,1726
4,2352,1726
5,2351,1726
6,2350,1726
7,2349,1725
8,2349,1726
1,2351,1729
2,2349,1730
3,2351,1731
4,2348,1731
5,2351,1732
1,2348,1732
2,2350,1733
3,2348,1734
1,2349,1732
2,2349,1733
1,2350,1735
2,2349,1736
3,2350,1736
1,2349,1736
2,2348,1736
1,2473,359
2,2465,453
1,2473,401
2,2473,401
3,2473,401
4,2473,402
5,2472,401
6,2471,401
7,2471,402
1,2473,405
2,2470,405
3,2473,406
4,2470,407
5,2473,407
1,2470,407
2,2472,408
3,2470,409
1,2471,407
2,2471,409
